,game,year_x,genre_x,publisher_x,north america_x,europe_x,japan_x,rest of world_x,global_x,name,platform,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating,year_y,genre_y,publisher_y,north america_y,europe_y,japan_y,rest of world_y,global_y
546,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Call of Duty: Ghosts,WiiU,2013.0,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256.0,Treyarch,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
547,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Call Of Duty 2: Big Red One,GC,2005.0,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,Treyarch,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
548,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,0.18,0.05,0.0,0.01,0.23,75.0,17.0,7.8,19.0,Vicarious Visions,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
549,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Soldier of Fortune II: Double Helix,XB,2003.0,0.17,0.05,0.0,0.01,0.23,61.0,26.0,6.5,13.0,Gratuitous Games,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
550,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Soldier of Fortune: Payback,X360,2007.0,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
551,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Gungrave,PS2,2002.0,0.09,0.07,0.0,0.02,0.19,65.0,28.0,8.6,16.0,Seta Corporation,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
552,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Call of Duty: World at War,PC,2008.0,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Treyarch,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
553,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Gun,GC,2005.0,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0,Neversoft Entertainment,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
554,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Soldier of Fortune: Payback,PS3,2007.0,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0,Cauldron Ltd.,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
555,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Doom,GBA,2001.0,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,David A. Palmer Productions,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
556,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Call of Duty: Infinite Warfare,PC,2016.0,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3.0,440.0,Infinity Ward,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
557,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Jurassic: The Hunted,X360,2009.0,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
558,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Doom 3,PC,2004.0,0.05,0.04,0.0,0.01,0.1,87.0,83.0,7.6,896.0,id Software,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
559,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,The History Channel: Battle for the Pacific,PS3,2008.0,0.07,0.0,0.0,0.01,0.07,36.0,7.0,2.4,15.0,Activision,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
560,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Miami Vice: The Game,PSP,2006.0,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,Rebellion,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
561,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Call of Duty 2,PC,2005.0,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,626.0,Infinity Ward,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
562,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,The History Channel: Battle for the Pacific,X360,2007.0,0.05,0.0,0.0,0.0,0.06,35.0,11.0,6.1,21.0,Cauldron Ltd.,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
563,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Wolfenstein,PC,2009.0,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.3,261.0,"id Software, Raven Software",M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
564,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Greg Hastings' Tournament Paintball Max'd,DS,2006.0,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,Nightlight Studios,E10+,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
565,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Star Wars Jedi Knight: Jedi Academy,PC,2003.0,0.0,0.03,0.0,0.0,0.03,81.0,34.0,8.6,293.0,Raven Software,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
566,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Quake 4,PC,2005.0,0.0,0.02,0.0,0.0,0.02,81.0,62.0,7.6,281.0,Raven Software,M,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
567,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,James Bond 007: Blood Stone,PC,2010.0,0.02,0.0,0.0,0.0,0.02,63.0,17.0,7.1,72.0,Bizarre Creations,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
568,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Enemy Territory: Quake Wars,PC,2007.0,0.01,0.0,0.0,0.0,0.02,84.0,55.0,8.3,231.0,Splash Damage,T,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
569,Call of Duty: Ghosts,2013.0,Shooter,Activision,1.79,1.64,0.05,0.69,4.17,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,0.01,0.0,0.0,0.0,0.01,70.0,8.0,9.2,32.0,Activision Value,E10+,2013.0,Shooter,Activision,1.92,0.86,0.0,0.28,3.07
570,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 3,X360,2011.0,9.04,4.24,0.13,1.32,14.73,88.0,81.0,3.4,8713.0,"Infinity Ward, Sledgehammer Games",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
571,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops,X360,2010.0,9.7,3.68,0.11,1.13,14.61,87.0,89.0,6.3,1454.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
572,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops II,PS3,2012.0,4.99,5.73,0.65,2.42,13.79,83.0,21.0,5.3,922.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
573,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops II,X360,2012.0,8.25,4.24,0.07,1.12,13.67,83.0,73.0,4.8,2256.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
574,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 2,X360,2009.0,8.52,3.59,0.08,1.28,13.47,94.0,100.0,6.3,2698.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
575,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 3,PS3,2011.0,5.54,5.73,0.49,1.57,13.32,88.0,39.0,3.2,5234.0,"Infinity Ward, Sledgehammer Games",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
576,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops,PS3,2010.0,5.99,4.37,0.48,1.79,12.63,88.0,58.0,6.4,1094.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
577,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 2,PS3,2009.0,4.99,3.64,0.38,1.6,10.6,94.0,67.0,6.3,2073.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
578,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Ghosts,X360,2013.0,6.73,2.56,0.04,0.91,10.25,73.0,29.0,2.6,2117.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
579,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Ghosts,PS3,2013.0,4.1,3.63,0.38,1.25,9.36,71.0,10.0,2.6,1047.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
580,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 4: Modern Warfare,X360,2007.0,5.93,2.36,0.13,0.9,9.31,94.0,70.0,8.4,1320.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
581,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Advanced Warfare,PS4,2014.0,2.81,3.48,0.14,1.23,7.66,83.0,39.0,5.7,1443.0,Sledgehammer Games,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
582,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: World at War,X360,2008.0,4.81,1.88,0.0,0.69,7.38,84.0,84.0,7.6,580.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
583,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 4: Modern Warfare,PS3,2007.0,3.11,2.26,0.28,1.03,6.68,94.0,44.0,8.4,993.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
584,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Destiny,PS4,2014.0,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0,"Bungie Software, Bungie",T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
585,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: World at War,PS3,2008.0,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
586,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Advanced Warfare,XOne,2014.0,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,Sledgehammer Games,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
587,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Infinite Warfare,PS4,2016.0,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
588,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Ghosts,PS4,2013.0,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
589,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Destiny,XOne,2014.0,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
590,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Ghosts,XOne,2013.0,1.88,0.77,0.0,0.27,2.92,78.0,7.0,4.3,700.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
591,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Finest Hour,PS2,2004.0,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,69.0,Spark Unlimited,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
592,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 3,X360,2006.0,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0,Treyarch,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
593,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call Of Duty 2: Big Red One,PS2,2005.0,1.48,0.92,0.01,0.26,2.67,77.0,39.0,8.2,69.0,Treyarch,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
594,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Infinite Warfare,XOne,2016.0,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,290.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
595,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Overwatch,PS4,2016.0,0.81,0.85,0.15,0.33,2.14,90.0,31.0,6.1,1358.0,Blizzard Entertainment,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
596,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Roads to Victory,PSP,2007.0,0.52,1.02,0.0,0.59,2.13,64.0,45.0,7.5,30.0,Amaze Entertainment,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
597,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 2,X360,2005.0,1.82,0.04,0.01,0.16,2.03,89.0,65.0,8.1,307.0,Infinity Ward,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
598,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: World at War,Wii,2008.0,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,Exakt,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
599,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Destiny: The Taken King,PS4,2015.0,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6.0,1079.0,Bungie,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
600,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Star Wars: Battlefront,XB,2004.0,1.24,0.45,0.0,0.07,1.75,80.0,55.0,9.1,57.0,Pandemic Studios,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
601,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 3,PC,2011.0,0.41,0.98,0.0,0.32,1.72,78.0,26.0,2.5,5664.0,"Infinity Ward, Sledgehammer Games",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
602,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Star Wars: Battlefront II,XB,2005.0,1.22,0.39,0.0,0.06,1.67,83.0,40.0,8.9,106.0,Pandemic Studios,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
603,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops II,PC,2012.0,0.64,0.69,0.0,0.19,1.53,74.0,11.0,4.2,1635.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
604,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 3,PS3,2006.0,0.6,0.62,0.03,0.26,1.5,80.0,43.0,6.9,92.0,Treyarch,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
605,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops,Wii,2010.0,0.8,0.45,0.0,0.12,1.37,80.0,25.0,5.8,87.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
606,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Doom 3,XB,2005.0,0.85,0.43,0.0,0.06,1.34,88.0,71.0,7.4,116.0,Vicarious Visions,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
607,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Finest Hour,XB,2004.0,0.78,0.4,0.0,0.04,1.21,73.0,55.0,7.8,22.0,Spark Unlimited,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
608,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Destiny: The Taken King,XOne,2015.0,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,393.0,"Bungie Software, Bungie",T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
609,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Gun,PS2,2005.0,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
610,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 4: Modern Warfare,PC,2007.0,0.0,1.12,0.0,0.03,1.15,92.0,40.0,8.5,2360.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
611,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call Of Duty 2: Big Red One,XB,2005.0,0.66,0.4,0.0,0.05,1.12,78.0,46.0,5.1,27.0,Treyarch,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
612,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 3,PS2,2006.0,0.89,0.03,0.0,0.15,1.07,82.0,14.0,7.4,83.0,Treyarch,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
613,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Overwatch,XOne,2016.0,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,Blizzard Entertainment,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
614,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty 4: Modern Warfare,DS,2007.0,0.95,0.01,0.01,0.08,1.05,75.0,22.0,6.9,36.0,n-Space,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
615,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: World at War,DS,2008.0,0.56,0.25,0.0,0.08,0.89,75.0,12.0,7.8,20.0,n-Space,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
616,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 2,PC,2009.0,0.01,0.79,0.0,0.09,0.88,86.0,40.0,4.2,6430.0,Infinity Ward,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
617,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Modern Warfare 3,Wii,2011.0,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,"Treyarch, Sledgehammer Games",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
618,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Goldeneye 007: Reloaded,PS3,2011.0,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
619,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Doom 3: Resurrection of Evil,XB,2005.0,0.53,0.15,0.0,0.03,0.71,77.0,41.0,7.9,16.0,"id Software, Nerve Software",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
620,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,James Bond 007: Blood Stone,PS3,2010.0,0.18,0.36,0.02,0.13,0.7,65.0,49.0,7.4,45.0,Bizarre Creations,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
621,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Return to Castle Wolfenstein: Tides of War,XB,2003.0,0.49,0.16,0.0,0.02,0.67,84.0,38.0,8.8,33.0,Nerve Software,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
622,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Star Wars: Republic Commando,XB,2005.0,0.48,0.17,0.0,0.02,0.67,78.0,54.0,8.9,89.0,LucasArts,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
623,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Wolfenstein,PS3,2009.0,0.25,0.27,0.0,0.11,0.63,71.0,58.0,7.4,77.0,"id Software, Raven Software",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
624,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,The Walking Dead: Survival Instinct,X360,2013.0,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,410.0,Terminal Reality,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
625,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops,DS,2010.0,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,n-Space,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
626,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Wolfenstein,X360,2009.0,0.28,0.22,0.0,0.06,0.56,72.0,66.0,7.5,128.0,"id Software, Raven Software",M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
627,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Greg Hastings' Tournament Paintball,XB,2004.0,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,WXP,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
628,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Overwatch,PC,2016.0,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,Blizzard Entertainment,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
629,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23.0,Raster,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
630,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Gun,XB,2005.0,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Neversoft Entertainment,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
631,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,The Walking Dead: Survival Instinct,PS3,2013.0,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0,Terminal Reality,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
632,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Goldeneye 007: Reloaded,X360,2011.0,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,Eurocom Entertainment Software,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
633,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,James Bond 007: Blood Stone,X360,2010.0,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,Bizarre Creations,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
634,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Star Wars Jedi Knight: Jedi Academy,XB,2003.0,0.34,0.1,0.0,0.02,0.45,76.0,30.0,8.7,30.0,Vicarious Visions,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
635,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Enemy Territory: Quake Wars,X360,2008.0,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
636,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Black Ops II,WiiU,2012.0,0.2,0.18,0.0,0.03,0.41,81.0,31.0,6.9,228.0,Treyarch,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
637,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Advanced Warfare,PC,2014.0,0.15,0.23,0.0,0.03,0.41,78.0,18.0,4.5,1136.0,Sledgehammer Games,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
638,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Call of Duty: Finest Hour,GC,2004.0,0.31,0.08,0.0,0.01,0.4,74.0,31.0,8.9,13.0,Exakt,T,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
639,Destiny 2,2017.0,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,Quake 4,X360,2005.0,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80.0,Raven Software,M,2017.0,Shooter,Activision,1.66,0.47,0.0,0.23,2.35
